HOSPITAL_ID,Total_Patients,Readmissions,Readmit_Rate_Pct,Avg_Risk_Score,Critical_Patients,High_Patients,Avg_LOS_Days,Avg_Charge_USD,Unique_Physicians,State_Code,Emergency_Admits,Critical_Pct,Est_Preventable_Savings,Hospital_Volume_Tier
HOSP-16206,5,0,0.0,0.0697,0,0,0.4,120,1,45,5,0.0,0,Small (<5)
HOSP-16338,5,3,60.0,0.6824,2,2,0.0,13289,1,31,5,40.0,15000,Small (<5)
HOSP-14255,5,2,40.0,0.3088,0,2,0.0,7186,1,31,5,0.0,0,Small (<5)
HOSP-14412,5,1,20.0,0.3173,0,1,2.0,6644,2,39,3,0.0,0,Small (<5)
HOSP-58009,5,0,0.0,0.0776,0,0,0.4,4057,1,5,3,0.0,0,Small (<5)
HOSP-58331,5,0,0.0,0.0183,0,0,8.4,6543,1,34,0,0.0,0,Small (<5)
HOSP-59027,5,3,60.0,0.6706,4,0,0.0,1116,1,24,5,80.0,30000,Small (<5)
HOSP-59375,5,2,40.0,0.4281,2,0,0.0,6772,2,15,5,40.0,15000,Small (<5)
HOSP-35850,5,0,0.0,0.1226,0,0,1.6,5326,1,33,1,0.0,0,Small (<5)
HOSP-73875,5,1,20.0,0.3051,0,2,0.2,4809,1,42,5,0.0,0,Small (<5)
HOSP-48537,5,0,0.0,0.0703,0,0,0.6,9931,1,45,5,0.0,0,Small (<5)
HOSP-40047,5,3,60.0,0.7169,4,0,0.0,15599,1,45,5,80.0,30000,Small (<5)
HOSP-40092,5,3,60.0,0.7586,4,0,0.0,1232,1,36,5,80.0,30000,Small (<5)
HOSP-94061,5,2,40.0,0.3796,1,1,0.0,10386,1,21,5,20.0,7500,Small (<5)
HOSP-94618,5,2,40.0,0.116,0,0,0.6,2800,1,26,5,0.0,0,Small (<5)
HOSP-11237,5,2,40.0,0.4854,0,4,0.0,10414,1,17,5,0.0,0,Small (<5)
HOSP-39489,5,2,40.0,0.3972,2,0,0.0,14694,1,33,5,40.0,15000,Small (<5)
HOSP-39774,5,3,60.0,0.4885,0,1,0.0,11409,1,14,5,0.0,0,Small (<5)
HOSP-83299,5,0,0.0,0.0255,0,0,10.6,123,1,23,0,0.0,0,Small (<5)
HOSP-83362,5,0,0.0,0.0407,0,0,3.8,2820,1,23,0,0.0,0,Small (<5)
HOSP-63407,5,4,80.0,0.9324,5,0,0.0,1892,1,10,5,100.0,37500,Small (<5)
HOSP-63488,5,1,20.0,0.0839,0,0,0.2,111,1,49,5,0.0,0,Small (<5)
HOSP-33686,5,0,0.0,0.0126,0,0,8.8,146,1,22,0,0.0,0,Small (<5)
HOSP-79023,5,4,80.0,0.9548,5,0,0.0,1749,1,14,5,100.0,37500,Small (<5)
HOSP-14799,5,3,60.0,0.4271,0,3,0.0,10564,1,45,5,0.0,0,Small (<5)
HOSP-81484,5,1,20.0,0.2588,0,1,0.0,661,1,33,5,0.0,0,Small (<5)
HOSP-59510,5,0,0.0,0.1305,0,0,0.2,1065,1,17,5,0.0,0,Small (<5)
HOSP-59951,5,3,60.0,0.8115,4,0,0.0,2090,1,37,5,80.0,30000,Small (<5)
HOSP-83007,5,4,80.0,0.9143,5,0,0.0,905,1,49,5,100.0,37500,Small (<5)
HOSP-83158,5,2,40.0,0.2073,0,0,0.0,5140,1,45,5,0.0,0,Small (<5)
HOSP-93720,5,0,0.0,0.0391,0,0,3.0,3218,1,14,0,0.0,0,Small (<5)
HOSP-47182,5,0,0.0,0.1517,0,1,0.2,2370,1,33,5,0.0,0,Small (<5)
HOSP-47517,5,3,60.0,0.6338,1,3,0.0,13128,1,10,5,20.0,7500,Small (<5)
HOSP-47634,5,3,60.0,0.5396,0,3,0.0,591,1,18,5,0.0,0,Small (<5)
HOSP-69722,5,3,60.0,0.8302,4,0,0.0,1124,1,50,5,80.0,30000,Small (<5)
HOSP-31489,5,0,0.0,0.0238,0,0,1.8,10923,1,5,0,0.0,0,Small (<5)
HOSP-31541,5,0,0.0,0.1164,0,0,0.6,1492,2,45,2,0.0,0,Small (<5)
HOSP-12998,5,1,20.0,0.0713,0,0,0.0,108,1,37,5,0.0,0,Small (<5)
HOSP-94917,5,0,0.0,0.1437,0,0,0.0,416,1,14,5,0.0,0,Small (<5)
HOSP-01154,5,1,20.0,0.0756,0,0,1.2,4723,1,9,0,0.0,0,Small (<5)
HOSP-01227,5,2,40.0,0.0966,0,0,0.0,1613,1,5,5,0.0,0,Small (<5)
HOSP-20676,5,0,0.0,0.0199,0,0,4.0,2744,1,36,0,0.0,0,Small (<5)
HOSP-46528,5,0,0.0,0.0435,0,0,0.0,159,1,12,5,0.0,0,Small (<5)
HOSP-11307,5,1,20.0,0.2323,0,1,0.6,13374,1,5,5,0.0,0,Small (<5)
HOSP-11463,5,0,0.0,0.0114,0,0,3.0,3271,1,42,0,0.0,0,Small (<5)
HOSP-81292,5,2,40.0,0.4201,0,2,0.8,3457,2,45,4,0.0,0,Small (<5)
HOSP-26881,5,3,60.0,0.7715,4,0,0.0,1524,1,5,5,80.0,30000,Small (<5)
HOSP-60480,5,1,20.0,0.0159,0,0,8.0,1755,1,1,0,0.0,0,Small (<5)
HOSP-60599,5,1,20.0,0.0361,0,0,6.0,6631,1,5,2,0.0,0,Small (<5)
HOSP-14914,5,0,0.0,0.0985,0,0,0.4,6108,1,38,5,0.0,0,Small (<5)
HOSP-60795,5,3,60.0,0.6045,1,3,0.0,16180,1,23,5,20.0,7500,Small (<5)
HOSP-82472,5,3,60.0,0.4817,2,0,0.0,418,1,45,5,40.0,15000,Small (<5)
HOSP-82518,5,2,40.0,0.5481,2,1,0.0,9214,1,24,5,40.0,15000,Small (<5)
HOSP-16642,5,3,60.0,0.8829,5,0,0.0,1134,1,1,5,100.0,37500,Small (<5)
HOSP-60912,5,0,0.0,0.0419,0,0,5.0,111,1,15,0,0.0,0,Small (<5)
HOSP-61314,5,2,40.0,0.4178,1,1,0.4,8711,1,18,5,20.0,7500,Small (<5)
HOSP-34741,5,0,0.0,0.0719,0,0,0.2,127,1,50,5,0.0,0,Small (<5)
HOSP-40146,5,4,80.0,0.9264,5,0,0.0,1303,1,16,5,100.0,37500,Small (<5)
HOSP-40383,5,0,0.0,0.1003,0,0,0.0,3344,1,18,5,0.0,0,Small (<5)
HOSP-95488,5,3,60.0,0.7635,4,0,0.0,6031,1,18,5,80.0,30000,Small (<5)
HOSP-70471,5,0,0.0,0.0688,0,0,0.0,4553,2,5,5,0.0,0,Small (<5)
HOSP-70834,5,0,0.0,0.0145,0,0,3.0,3426,1,11,0,0.0,0,Small (<5)
HOSP-31442,5,0,0.0,0.079,0,0,0.8,9816,1,7,5,0.0,0,Small (<5)
HOSP-72493,5,0,0.0,0.0518,0,0,1.0,10236,1,23,5,0.0,0,Small (<5)
HOSP-72592,5,0,0.0,0.0342,0,0,8.8,167,1,5,0,0.0,0,Small (<5)
HOSP-05535,5,1,20.0,0.0403,0,0,5.8,434,1,30,0,0.0,0,Small (<5)
HOSP-80496,5,0,0.0,0.0216,0,0,1.0,1828,1,22,0,0.0,0,Small (<5)
HOSP-27383,5,2,40.0,0.468,2,1,1.6,11978,1,24,3,40.0,15000,Small (<5)
HOSP-63386,5,2,40.0,0.2306,0,1,0.0,8313,1,5,5,0.0,0,Small (<5)
HOSP-04151,5,0,0.0,0.0095,0,0,4.0,3640,1,45,0,0.0,0,Small (<5)
HOSP-81585,5,2,40.0,0.4215,2,0,0.0,6756,1,45,5,40.0,15000,Small (<5)
HOSP-81734,5,0,0.0,0.0561,0,0,0.0,103,1,23,5,0.0,0,Small (<5)
HOSP-26377,5,1,20.0,0.3283,2,0,0.0,661,1,33,5,40.0,15000,Small (<5)
HOSP-26582,5,0,0.0,0.1572,0,0,0.8,10285,1,44,5,0.0,0,Small (<5)
HOSP-62357,5,3,60.0,0.5302,0,4,0.0,821,1,10,5,0.0,0,Small (<5)
HOSP-80908,5,0,0.0,0.1099,0,0,0.0,2319,1,52,5,0.0,0,Small (<5)
HOSP-81114,5,2,40.0,0.3124,0,2,0.0,5928,2,36,5,0.0,0,Small (<5)
HOSP-40544,5,1,20.0,0.323,1,0,0.0,5171,1,34,5,20.0,7500,Small (<5)
HOSP-44322,5,2,40.0,0.3776,1,1,0.2,18036,1,10,5,20.0,7500,Small (<5)
HOSP-44326,5,0,0.0,0.0574,0,0,4.2,12942,1,11,0,0.0,0,Small (<5)
HOSP-96208,5,0,0.0,0.0858,0,0,0.0,4813,1,23,5,0.0,0,Small (<5)
HOSP-00849,5,3,60.0,0.6427,1,3,0.0,16068,1,39,5,20.0,7500,Small (<5)
HOSP-20029,5,1,20.0,0.162,0,0,0.2,11728,2,44,5,0.0,0,Small (<5)
HOSP-41190,5,2,40.0,0.5162,2,0,0.0,9051,1,45,5,40.0,15000,Small (<5)
HOSP-45210,5,3,60.0,0.8297,4,1,0.0,2622,2,23,5,80.0,30000,Small (<5)
HOSP-40556,5,1,20.0,0.1548,0,0,0.0,401,1,16,5,0.0,0,Small (<5)
HOSP-46048,5,2,40.0,0.3689,0,2,2.4,5913,1,26,3,0.0,0,Small (<5)
HOSP-33904,5,1,20.0,0.397,0,3,0.0,5538,1,14,5,0.0,0,Small (<5)
HOSP-33954,5,1,20.0,0.0344,0,0,3.0,636,1,5,0,0.0,0,Small (<5)
HOSP-63266,5,2,40.0,0.7201,4,0,0.0,784,2,26,5,80.0,30000,Small (<5)
HOSP-79557,5,1,20.0,0.0255,0,0,1.6,754,1,20,0,0.0,0,Small (<5)
HOSP-80051,5,3,60.0,0.5303,1,1,0.0,7668,1,22,5,20.0,7500,Small (<5)
HOSP-80284,5,0,0.0,0.0125,0,0,14.2,119,1,14,0,0.0,0,Small (<5)
HOSP-80372,5,4,80.0,0.8976,5,0,0.0,1122,1,11,5,100.0,37500,Small (<5)
HOSP-95322,5,4,80.0,0.8917,5,0,0.0,1124,1,18,5,100.0,37500,Small (<5)
HOSP-41955,5,1,20.0,0.3541,0,2,0.8,6901,1,16,3,0.0,0,Small (<5)
HOSP-42682,5,2,40.0,0.1078,0,0,0.0,4910,1,4,5,0.0,0,Small (<5)
HOSP-41476,5,1,20.0,0.2923,0,2,0.0,8942,1,5,5,0.0,0,Small (<5)
HOSP-41302,5,2,40.0,0.3902,0,2,0.0,8782,1,10,5,0.0,0,Small (<5)
HOSP-97309,5,1,20.0,0.2479,0,1,0.0,7079,1,31,5,0.0,0,Small (<5)
HOSP-18294,5,0,0.0,0.0817,0,0,1.4,7492,1,22,0,0.0,0,Small (<5)
HOSP-97747,5,3,60.0,0.3648,0,2,0.2,12870,1,37,5,0.0,0,Small (<5)
HOSP-96754,5,0,0.0,0.0511,0,0,1.8,8715,1,23,0,0.0,0,Small (<5)
HOSP-42114,5,0,0.0,0.0176,0,0,3.0,3083,1,39,0,0.0,0,Small (<5)
HOSP-42171,5,0,0.0,0.0583,0,0,0.2,120,1,45,5,0.0,0,Small (<5)
HOSP-00220,5,1,20.0,0.2109,0,0,0.0,1222,1,36,5,0.0,0,Small (<5)
HOSP-99392,4,0,0.0,0.0205,0,0,2.0,2889,1,45,0,0.0,0,Small (<5)
HOSP-98921,4,2,50.0,0.1165,0,0,0.2,167,1,5,4,0.0,0,Small (<5)
HOSP-61622,4,0,0.0,0.0398,0,0,3.8,8027,1,33,0,0.0,0,Small (<5)
HOSP-61785,4,2,50.0,0.0678,0,0,0.2,165,1,33,4,0.0,0,Small (<5)
HOSP-61866,4,0,0.0,0.0071,0,0,10.5,8796,1,3,0,0.0,0,Small (<5)
HOSP-61872,4,2,50.0,0.4047,0,2,0.0,16887,1,45,4,0.0,0,Small (<5)
HOSP-61880,4,0,0.0,0.1259,0,0,0.0,479,1,4,4,0.0,0,Small (<5)
HOSP-61944,4,0,0.0,0.0935,0,0,0.5,2848,1,37,2,0.0,0,Small (<5)
HOSP-97993,4,0,0.0,0.0128,0,0,5.5,20327,1,21,0,0.0,0,Small (<5)
HOSP-18773,4,0,0.0,0.2131,1,0,0.0,7316,1,5,4,25.0,7500,Small (<5)
HOSP-62336,4,1,25.0,0.0255,0,0,2.8,107,1,26,0,0.0,0,Small (<5)
HOSP-34220,4,0,0.0,0.1022,0,0,0.2,4011,1,33,4,0.0,0,Small (<5)
HOSP-34482,4,2,50.0,0.6808,0,4,0.0,14838,1,19,4,0.0,0,Small (<5)
HOSP-60220,4,0,0.0,0.094,0,0,2.0,2460,1,39,0,0.0,0,Small (<5)
HOSP-60262,4,2,50.0,0.3633,0,1,0.0,8698,1,10,4,0.0,0,Small (<5)
HOSP-60537,4,0,0.0,0.0165,0,0,5.0,18197,1,39,0,0.0,0,Small (<5)
HOSP-14888,4,0,0.0,0.0288,0,0,2.0,2241,1,17,0,0.0,0,Small (<5)
HOSP-34580,4,0,0.0,0.0733,0,0,0.0,5454,1,3,4,0.0,0,Small (<5)
HOSP-63080,4,0,0.0,0.0571,0,0,2.0,2361,1,12,0,0.0,0,Small (<5)
HOSP-63255,4,0,0.0,0.014,0,0,34.8,19101,1,5,0,0.0,0,Small (<5)
HOSP-35563,4,0,0.0,0.0497,0,0,0.0,167,1,5,4,0.0,0,Small (<5)
HOSP-59988,4,2,50.0,0.43,0,1,0.0,29611,1,33,4,0.0,0,Small (<5)
HOSP-08501,4,0,0.0,0.0308,0,0,2.0,2460,1,39,0,0.0,0,Small (<5)
HOSP-08665,4,1,25.0,0.3358,0,2,0.0,4459,1,39,4,0.0,0,Small (<5)
HOSP-63262,4,0,0.0,0.0102,0,0,3.0,2654,1,6,0,0.0,0,Small (<5)
HOSP-63375,4,0,0.0,0.0576,0,0,0.0,2992,1,24,4,0.0,0,Small (<5)
HOSP-63381,4,3,75.0,0.8933,4,0,0.0,870,1,22,4,100.0,30000,Small (<5)
HOSP-19443,4,0,0.0,0.076,0,0,1.0,21680,1,5,4,0.0,0,Small (<5)
HOSP-97455,4,0,0.0,0.0155,0,0,2.0,3354,1,31,0,0.0,0,Small (<5)
HOSP-97636,4,2,50.0,0.4232,0,2,0.0,15478,1,50,4,0.0,0,Small (<5)
HOSP-42710,4,0,0.0,0.0443,0,0,2.0,2481,1,44,0,0.0,0,Small (<5)
HOSP-42732,4,0,0.0,0.1006,0,0,2.0,2567,1,14,0,0.0,0,Small (<5)
HOSP-43088,4,0,0.0,0.0078,0,0,8.8,14020,1,14,0,0.0,0,Small (<5)
HOSP-12266,4,0,0.0,0.0349,0,0,2.0,3354,1,31,0,0.0,0,Small (<5)
HOSP-63664,4,1,25.0,0.1578,0,0,2.8,523,1,45,4,0.0,0,Small (<5)
HOSP-07956,4,2,50.0,0.5832,1,1,0.0,14517,1,22,4,25.0,7500,Small (<5)
HOSP-33703,4,0,0.0,0.0554,0,0,0.0,167,1,5,4,0.0,0,Small (<5)
HOSP-33728,4,0,0.0,0.0364,0,0,12.2,108,1,37,0,0.0,0,Small (<5)
HOSP-33760,4,1,25.0,0.2419,0,0,0.0,1023,1,49,4,0.0,0,Small (<5)
HOSP-33785,4,0,0.0,0.0281,0,0,1.0,20004,1,45,0,0.0,0,Small (<5)
HOSP-33887,4,0,0.0,0.0846,0,0,0.2,127,1,24,4,0.0,0,Small (<5)
HOSP-19889,4,2,50.0,0.5289,0,1,0.0,9151,1,29,4,0.0,0,Small (<5)
HOSP-96576,4,0,0.0,0.0184,0,0,1.0,1370,1,5,0,0.0,0,Small (<5)
HOSP-96675,4,2,50.0,0.4204,0,2,0.0,8547,1,45,4,0.0,0,Small (<5)
HOSP-96734,4,0,0.0,0.1118,0,0,0.0,6451,1,8,4,0.0,0,Small (<5)
HOSP-96884,4,2,50.0,0.6821,3,0,0.0,862,1,45,4,75.0,22500,Small (<5)
HOSP-12485,4,0,0.0,0.0099,0,0,4.5,16152,1,33,0,0.0,0,Small (<5)
HOSP-12814,4,0,0.0,0.0187,0,0,3.5,576,1,22,0,0.0,0,Small (<5)
HOSP-59727,4,2,50.0,0.3571,0,1,0.0,11846,1,10,4,0.0,0,Small (<5)
HOSP-64345,4,0,0.0,0.0208,0,0,1.0,921,1,18,0,0.0,0,Small (<5)
HOSP-64559,4,0,0.0,0.1161,0,0,0.0,5292,1,18,4,0.0,0,Small (<5)
HOSP-64708,4,1,25.0,0.1464,0,0,0.0,699,1,25,4,0.0,0,Small (<5)
HOSP-64730,4,0,0.0,0.0262,0,0,3.0,618,1,23,0,0.0,0,Small (<5)
HOSP-59251,4,0,0.0,0.0377,0,0,0.0,116,1,11,4,0.0,0,Small (<5)
HOSP-35738,4,0,0.0,0.1103,0,0,0.2,248,1,45,4,0.0,0,Small (<5)
HOSP-59457,4,2,50.0,0.084,0,0,0.5,121,1,39,4,0.0,0,Small (<5)
HOSP-12764,4,0,0.0,0.113,0,0,1.8,5494,1,12,0,0.0,0,Small (<5)
HOSP-96024,4,1,25.0,0.2908,0,1,0.5,1348,1,31,2,0.0,0,Small (<5)
HOSP-96040,4,0,0.0,0.0416,0,0,1.5,15400,1,5,0,0.0,0,Small (<5)
HOSP-00709,4,0,0.0,0.081,0,0,2.0,3403,1,10,0,0.0,0,Small (<5)
HOSP-43106,4,0,0.0,0.0449,0,0,0.2,3016,1,27,4,0.0,0,Small (<5)
HOSP-00833,4,1,25.0,0.2141,0,0,0.0,2365,1,45,4,0.0,0,Small (<5)
HOSP-33554,4,0,0.0,0.0706,0,0,0.0,143,1,31,4,0.0,0,Small (<5)
HOSP-64818,4,0,0.0,0.0414,0,0,0.0,143,1,31,4,0.0,0,Small (<5)
HOSP-65328,4,0,0.0,0.1124,0,0,1.2,1878,1,5,0,0.0,0,Small (<5)
HOSP-58774,4,2,50.0,0.4712,0,2,0.0,8109,1,39,4,0.0,0,Small (<5)
HOSP-58898,4,0,0.0,0.0315,0,0,1.0,478,1,36,0,0.0,0,Small (<5)
HOSP-59032,4,1,25.0,0.0933,0,0,0.0,317,1,5,4,0.0,0,Small (<5)
HOSP-20617,4,2,50.0,0.7421,3,1,0.0,10347,1,14,4,75.0,22500,Small (<5)
HOSP-95211,4,3,75.0,0.4878,1,1,0.2,11254,1,45,4,25.0,7500,Small (<5)
HOSP-20153,4,2,50.0,0.712,1,3,0.0,1148,1,45,4,25.0,7500,Small (<5)
HOSP-20173,4,2,50.0,0.3856,0,2,0.0,12151,1,45,4,0.0,0,Small (<5)
HOSP-20356,4,0,0.0,0.0336,0,0,3.0,1931,1,52,0,0.0,0,Small (<5)
HOSP-44039,4,1,25.0,0.1838,0,0,0.0,2780,1,45,4,0.0,0,Small (<5)
HOSP-65851,4,2,50.0,0.5309,2,0,0.0,10626,1,22,4,50.0,15000,Small (<5)
HOSP-65871,4,0,0.0,0.3718,0,2,0.0,6424,1,50,4,0.0,0,Small (<5)
HOSP-07569,4,1,25.0,0.1966,0,0,0.0,330,1,37,4,0.0,0,Small (<5)
HOSP-07584,4,0,0.0,0.0217,0,0,8.2,13494,1,4,0,0.0,0,Small (<5)
HOSP-32982,4,0,0.0,0.0576,0,0,7.0,165,1,33,3,0.0,0,Small (<5)
HOSP-08962,4,0,0.0,0.4583,0,3,0.0,10640,1,39,4,0.0,0,Small (<5)
HOSP-09113,4,3,75.0,0.6195,1,2,0.0,12346,1,39,4,25.0,7500,Small (<5)
HOSP-65955,4,0,0.0,0.0946,0,0,0.2,3147,1,33,4,0.0,0,Small (<5)
HOSP-66069,4,1,25.0,0.3931,1,1,0.0,8477,1,10,4,25.0,7500,Small (<5)
HOSP-66337,4,1,25.0,0.2823,0,0,0.0,863,1,14,4,0.0,0,Small (<5)
HOSP-66640,4,0,0.0,0.0553,0,0,0.0,9212,1,1,4,0.0,0,Small (<5)
HOSP-66793,4,3,75.0,0.7947,3,0,0.0,901,1,52,4,75.0,22500,Small (<5)
HOSP-15030,4,0,0.0,0.0919,0,0,2.0,2062,1,30,0,0.0,0,Small (<5)
HOSP-58036,4,0,0.0,0.098,0,0,0.2,1178,1,33,4,0.0,0,Small (<5)
HOSP-21090,4,0,0.0,0.0666,0,0,1.5,37364,1,10,0,0.0,0,Small (<5)
HOSP-94890,4,1,25.0,0.0407,0,0,0.0,3108,1,31,4,0.0,0,Small (<5)
HOSP-44100,4,0,0.0,0.2303,0,1,0.0,2658,1,20,4,0.0,0,Small (<5)
HOSP-20611,4,0,0.0,0.0458,0,0,2.0,2003,1,35,0,0.0,0,Small (<5)
HOSP-67511,4,0,0.0,0.0398,0,0,5.0,120,1,45,2,0.0,0,Small (<5)
HOSP-67578,4,0,0.0,0.028,0,0,0.0,150,1,5,4,0.0,0,Small (<5)
HOSP-67688,4,2,50.0,0.368,0,1,0.0,8380,1,14,4,0.0,0,Small (<5)
HOSP-32646,4,0,0.0,0.0212,0,0,12.5,146,1,22,0,0.0,0,Small (<5)
HOSP-32675,4,2,50.0,0.8232,3,1,0.0,2914,1,45,4,75.0,22500,Small (<5)
HOSP-32747,4,0,0.0,0.036,0,0,7.8,111,1,15,0,0.0,0,Small (<5)
HOSP-32762,4,0,0.0,0.0562,0,0,2.0,2654,1,6,0,0.0,0,Small (<5)
HOSP-44334,4,0,0.0,0.0448,0,0,1.8,6964,1,45,0,0.0,0,Small (<5)
HOSP-44569,4,1,25.0,0.6079,3,0,0.0,14477,1,10,4,75.0,22500,Small (<5)
HOSP-44616,4,0,0.0,0.0382,0,0,1.5,120,1,45,2,0.0,0,Small (<5)
HOSP-44733,4,0,0.0,0.014,0,0,3.0,2189,1,36,0,0.0,0,Small (<5)
HOSP-44788,4,2,50.0,0.9108,4,0,0.0,1144,1,14,4,100.0,30000,Small (<5)
HOSP-94418,4,0,0.0,0.0181,0,0,2.0,2575,1,1,0,0.0,0,Small (<5)
HOSP-32800,4,2,50.0,0.2014,0,0,0.0,11988,1,37,4,0.0,0,Small (<5)
HOSP-32818,4,0,0.0,0.0489,0,0,2.0,3403,1,10,0,0.0,0,Small (<5)
HOSP-67916,4,0,0.0,0.0494,0,0,2.8,121,1,39,0,0.0,0,Small (<5)
HOSP-07339,4,0,0.0,0.038,0,0,0.2,8730,1,36,4,0.0,0,Small (<5)
HOSP-32403,4,2,50.0,0.3821,0,0,0.0,6755,1,24,4,0.0,0,Small (<5)
HOSP-36120,4,0,0.0,0.1055,0,0,0.8,3114,2,45,1,0.0,0,Small (<5)
HOSP-32434,4,1,25.0,0.3762,0,1,0.0,4254,1,45,4,0.0,0,Small (<5)
HOSP-07525,4,1,25.0,0.1873,0,0,1.0,2886,1,28,2,0.0,0,Small (<5)
HOSP-68436,4,0,0.0,0.0138,0,0,4.5,8964,1,23,0,0.0,0,Small (<5)
HOSP-68553,4,0,0.0,0.0682,0,0,0.0,112,1,19,4,0.0,0,Small (<5)
HOSP-68671,4,0,0.0,0.3603,0,2,0.0,7961,1,33,4,0.0,0,Small (<5)
HOSP-68754,4,1,25.0,0.5105,0,3,0.0,8171,1,34,4,0.0,0,Small (<5)
HOSP-56967,4,0,0.0,0.02,0,0,6.5,127,1,50,0,0.0,0,Small (<5)
HOSP-57209,4,2,50.0,0.443,0,2,0.0,10970,1,32,4,0.0,0,Small (<5)
HOSP-69129,4,0,0.0,0.071,0,0,1.5,2853,1,22,4,0.0,0,Small (<5)
HOSP-21229,4,3,75.0,0.9349,4,0,0.0,1416,1,28,4,100.0,30000,Small (<5)
HOSP-21269,4,2,50.0,0.4798,0,2,0.2,7751,1,5,4,0.0,0,Small (<5)
HOSP-93937,4,0,0.0,0.0227,0,0,2.5,14162,1,6,0,0.0,0,Small (<5)
HOSP-40858,4,2,50.0,0.5774,0,3,0.0,12347,1,42,4,0.0,0,Small (<5)
HOSP-40932,4,0,0.0,0.0196,0,0,8.5,116,1,11,0,0.0,0,Small (<5)
HOSP-41031,4,0,0.0,0.0455,0,0,9.8,21859,1,10,0,0.0,0,Small (<5)
HOSP-69262,4,2,50.0,0.5519,2,0,0.0,14893,1,5,4,50.0,15000,Small (<5)
HOSP-06686,4,2,50.0,0.3393,0,0,0.0,5466,1,45,4,0.0,0,Small (<5)
HOSP-31728,4,0,0.0,0.0257,0,0,0.0,105,1,16,4,0.0,0,Small (<5)
HOSP-31863,4,0,0.0,0.1544,0,0,0.5,2811,1,11,4,0.0,0,Small (<5)
HOSP-36344,4,0,0.0,0.0194,0,0,6.5,123,1,23,0,0.0,0,Small (<5)
HOSP-36514,4,2,50.0,0.4707,0,2,0.0,7682,1,34,4,0.0,0,Small (<5)
HOSP-92670,4,0,0.0,0.0354,0,0,2.0,2889,1,45,0,0.0,0,Small (<5)
HOSP-93133,4,1,25.0,0.3567,0,2,0.2,4702,1,4,4,0.0,0,Small (<5)
HOSP-93194,4,0,0.0,0.0522,0,0,0.0,146,1,22,4,0.0,0,Small (<5)
HOSP-93246,4,0,0.0,0.0171,0,0,1.0,1141,2,15,0,0.0,0,Small (<5)
HOSP-45233,4,3,75.0,0.8906,4,0,0.0,663,1,1,4,100.0,30000,Small (<5)
HOSP-45419,4,0,0.0,0.0161,0,0,2.0,3289,1,5,0,0.0,0,Small (<5)
HOSP-45446,4,0,0.0,0.0733,0,0,0.0,230,1,24,4,0.0,0,Small (<5)
HOSP-93387,4,2,50.0,0.4478,0,2,0.0,12907,1,33,4,0.0,0,Small (<5)
HOSP-06956,4,0,0.0,0.2592,1,0,0.2,6190,1,10,4,25.0,7500,Small (<5)
HOSP-69702,4,2,50.0,0.4781,1,1,0.0,9342,1,12,4,25.0,7500,Small (<5)
HOSP-69996,4,3,75.0,0.2153,0,0,0.0,7556,1,49,4,0.0,0,Small (<5)
HOSP-31487,4,2,50.0,0.4415,0,2,0.0,9741,1,42,4,0.0,0,Small (<5)
HOSP-31552,4,1,25.0,0.485,1,1,0.0,6136,1,30,4,25.0,7500,Small (<5)
HOSP-31616,4,2,50.0,0.6458,0,4,0.0,9938,1,18,4,0.0,0,Small (<5)
HOSP-56200,4,0,0.0,0.0588,0,0,3.0,120,1,32,0,0.0,0,Small (<5)
HOSP-56386,4,2,50.0,0.4171,0,2,0.0,5813,1,16,4,0.0,0,Small (<5)
HOSP-56437,4,2,50.0,0.5305,0,2,0.0,9444,1,38,4,0.0,0,Small (<5)
HOSP-92443,4,1,25.0,0.0216,0,0,5.0,559,1,36,0,0.0,0,Small (<5)
HOSP-22144,4,0,0.0,0.0712,0,0,2.0,2544,1,19,0,0.0,0,Small (<5)
HOSP-22344,4,2,50.0,0.23,0,0,0.0,11025,1,23,4,0.0,0,Small (<5)
HOSP-40617,4,1,25.0,0.2392,0,1,0.0,5370,1,49,4,0.0,0,Small (<5)
HOSP-40750,4,0,0.0,0.053,0,0,0.2,121,1,39,4,0.0,0,Small (<5)
HOSP-92615,4,0,0.0,0.0796,0,0,0.0,127,1,50,4,0.0,0,Small (<5)
HOSP-70266,4,2,50.0,0.7232,3,0,0.0,851,1,39,4,75.0,22500,Small (<5)
HOSP-06489,4,0,0.0,0.0345,0,0,6.0,11867,1,39,0,0.0,0,Small (<5)
HOSP-70986,4,0,0.0,0.1809,0,0,0.5,6038,1,44,4,0.0,0,Small (<5)
HOSP-31234,4,2,50.0,0.4474,1,1,0.2,11048,1,39,4,25.0,7500,Small (<5)
HOSP-71212,4,0,0.0,0.0749,0,0,0.0,112,1,19,4,0.0,0,Small (<5)
HOSP-71375,4,0,0.0,0.0284,0,0,1.0,1182,1,45,0,0.0,0,Small (<5)
HOSP-71430,4,1,25.0,0.287,0,0,0.2,823,1,50,4,0.0,0,Small (<5)
HOSP-71479,4,0,0.0,0.0606,0,0,0.0,1137,1,23,4,0.0,0,Small (<5)
HOSP-55489,4,3,75.0,0.4717,1,1,0.0,7268,1,34,4,25.0,7500,Small (<5)
HOSP-55542,4,3,75.0,0.5132,0,2,0.0,770,1,45,4,0.0,0,Small (<5)
HOSP-36797,4,2,50.0,0.4334,0,2,0.0,7129,1,36,4,0.0,0,Small (<5)
